id,name,identity,alignment,orientation,status,appearances,introduced,introduced_month,eyes,hair,gender
483633,Sally (Daily Bugle),public,,straight,alive,1,1999,Oct.,,brown,female
483680,Sam,public,,straight,alive,1,1999,Oct.,,black,male
681380,Sanford Chesney,public,good,straight,alive,1,1999,Jul.,,bald,male
390654,Sid Franken,public,good,straight,alive,1,1999,Oct.,blue,blond,male
267907,Slototh,,bad,straight,alive,1,1999,May.,,,
743137,Starko Schumzianaqo,secret,bad,straight,alive,1,1999,Jul.,,black,male
483709,Ted Chin,single,,straight,alive,1,1999,Oct.,,white,male
681783,Tomu00e1s Ramu00edrez (Earth-98121),,bad,straight,alive,1,1999,Jul.,brown,bald,male
27096,Tserron,,bad,straight,dead,1,1999,Mar.,,,female
18723,Ultimator,secret,bad,straight,alive,1,1999,Jul.,,,
495738,Ulysses Sojourner,,bad,straight,alive,1,1999,Jan.,,black,male
194093,V-2,secret,,straight,dead,1,1999,Nov.,,brown,female
555058,V-3,secret,,straight,alive,1,1999,Nov.,black,,male
555059,V-4,secret,,straight,alive,1,1999,Nov.,black,,male
555061,V-5,secret,,straight,dead,1,1999,Nov.,,,male
555062,V-6,secret,good,straight,dead,1,1999,Nov.,,,male
555063,V-7,secret,,straight,dead,1,1999,Nov.,,,male
555064,V-8,secret,,straight,dead,1,1999,Nov.,,,male
79520,Veeg,secret,,straight,alive,1,1999,Dec.,,brown,male
491097,Veritus,public,,straight,alive,1,1999,Apr.,yellow,bald,male
583560,Weller,secret,neutral,straight,alive,1,1999,Nov.,purple,purple,male
95412,Wynter,secret,bad,straight,dead,1,1999,Apr.,yellow,black,male
18177,X.E.R.O.,secret,bad,straight,alive,1,1999,Oct.,,,
623288,Abigail Baxter,,,straight,alive,1,2000,Dec.,,black,female
237979,Abigail Harkness,,neutral,straight,alive,1,2000,Jan.,brown,brown,female
57924,Agent Colby,public,good,straight,alive,1,2000,Jul.,,blond,male
18448,Aiomumkondi,,,straight,alive,1,2000,May.,,,male
18479,Alberik,single,neutral,straight,alive,1,2000,Oct.,blue,black,male
321448,Ananastasia Rinaldi,,,straight,alive,1,2000,Nov.,green,black,female
114047,Aurelle,secret,good,straight,alive,1,2000,Feb.,,white,female
18535,Axis,secret,bad,straight,dead,1,2000,Sep.,brown,,male
490650,Barney (Dinosaur),secret,bad,straight,alive,1,2000,Jan.,,,male
417503,Bartos,single,neutral,straight,alive,1,2000,Oct.,,bald,male
417519,Basaltar,single,neutral,straight,alive,1,2000,Oct.,grey,bald,male
501862,Beckham,,bad,straight,dead,1,2000,May.,brown,brown,male
16239,Big Casino,secret,bad,straight,dead,1,2000,Aug.,,,male
349174,Blue Skye (Heroes Reborn),,,straight,alive,1,2000,Jan.,,,female
723803,Brutus (Inner Guard),,,straight,alive,1,2000,Sep.,,bald,
16351,Cargo,secret,neutral,straight,alive,1,2000,Sep.,,,
16313,Carver (Morlock),,,straight,alive,1,2000,Dec.,,brown,male
123956,Ceyote,secret,good,straight,alive,1,2000,Feb.,,black,male
67357,Claymore,secret,good,straight,alive,1,2000,Dec.,,blond,male
425455,Clete Billups,,bad,straight,alive,1,2000,Jan.,,blond,male
29836,Commander Clinton,public,,straight,alive,1,2000,Feb.,,,male
282979,Crimson Commando (Brotherhood of Mutants),secret,bad,straight,alive,1,2000,Nov.,brown,black,female
16379,Desolation,secret,bad,straight,dead,1,2000,Jul.,,,female
29849,Diana Knight,public,neutral,straight,alive,1,2000,Feb.,blue,grey,female
507753,Dibdeb,public,neutral,straight,alive,1,2000,Oct.,,bald,male
41963,Dirge (Lost Souls),secret,bad,straight,dead,1,2000,Jul.,,,male
17990,Doctor Mime,secret,,straight,alive,1,2000,Apr.,,,male
29853,Elizabeth Shaw,public,,straight,dead,1,2000,Feb.,,blond,female
251049,Ernest Sanger (Heroes Reborn),,good,straight,alive,1,2000,Jan.,,,male
511814,Esphares,secret,good,straight,alive,1,2000,Apr.,blue,blond,male
511815,Ezekeel,secret,good,straight,alive,1,2000,Jun.,blue,blond,male
41967,Farahd,secret,bad,straight,dead,1,2000,Aug.,red,,male
723804,Fawkes (Inner Guard),,,straight,alive,1,2000,Sep.,red,bald,
507750,Fayrelyte Strongheart,public,neutral,straight,alive,1,2000,Oct.,blue,white,male
37343,Frisco Pike,public,good,straight,alive,1,2000,Nov.,blue,grey,male
16448,Fugue (Morlock),secret,neutral,straight,alive,1,2000,Dec.,,,
41968,Galadriel,secret,bad,straight,dead,1,2000,Aug.,,,female
349179,General Darlegung (Heroes Reborn),public,good,straight,alive,1,2000,Jan.,,,male
697625,Gethrin,secret,bad,straight,alive,1,2000,Jun.,white,bald,male
279930,Giraboor,public,good,straight,alive,1,2000,Oct.,white,white,male
501871,Glass,,bad,straight,alive,1,2000,May.,white,white,male
272195,Guardian of the Millennium Monarch,public,good,straight,alive,1,2000,May.,,,
349173,Guinness (Heroes Reborn),,good,straight,alive,1,2000,Jan.,,,male
511816,Hafaza,secret,good,straight,alive,1,2000,Apr.,blue,blond,male
16499,Hardwire (Robot),,,straight,alive,1,2000,Sep.,,,
238004,Hiram Shaw,public,good,straight,dead,1,2000,Jan.,brown,black,male
16265,Ivan Kivelki,secret,bad,straight,alive,1,2000,Sep.,,,male
344264,James Howlett (Heroes Reborn),secret,good,straight,dead,1,2000,Jan.,,,male
177440,Jaunt,,bad,straight,dead,1,2000,Nov.,,,
67353,Javelin (SHE),secret,good,straight,alive,1,2000,Dec.,,blond,female
674863,Kevin (mutant),public,good,straight,alive,1,2000,Apr.,,blond,male
16541,Kilmer,secret,,straight,dead,1,2000,May.,,,male
507742,Kreddik,public,neutral,straight,alive,1,2000,Oct.,green,bald,male
507755,Kronaster Sintariis,public,bad,straight,alive,1,2000,Oct.,yellow,bald,male
725670,Kusek,single,neutral,straight,alive,1,2000,Oct.,,bald,male
16604,Lament,secret,bad,straight,dead,1,2000,Jul.,,,female
501866,Lau,,bad,straight,alive,1,2000,May.,black,black,male
402904,Liu Wo-Han,public,neutral,straight,alive,1,2000,Sep.,black,black,male
19306,Magma (Sven),secret,good,straight,alive,1,2000,Dec.,,white,male
507752,Manat,public,neutral,straight,alive,1,2000,Oct.,,bald,male
251055,Mary Rina (Heroes Reborn),,good,straight,alive,1,2000,Jan.,,,female
745774,Master Monarch,secret,neutral,straight,alive,1,2000,Apr.,,,male
349177,Michka Rose (Heroes Reborn),,good,straight,alive,1,2000,Jan.,,black,female
272198,Millennium Monarch,secret,good,straight,alive,1,2000,May.,yellow,,female
17993,Morph (First Line),secret,good,straight,dead,1,2000,May.,,bald,male
691410,Mr. Greepy,public,bad,straight,alive,1,2000,Oct.,,,
268651,Mrs. Shaw,,,straight,dead,1,2000,Mar.,,,female
507754,Nelet Pa,public,neutral,straight,alive,1,2000,Oct.,white,grey,male
554859,Nighteyes (Eric),secret,bad,straight,alive,1,2000,Aug.,white,blond,male
237984,Obadiah Shaw,public,good,straight,alive,1,2000,Jan.,,black,male
743141,Otis Matthews,secret,neutral,straight,alive,1,2000,Mar.,,black,male
349176,Parson (Heroes Reborn),,bad,straight,alive,1,2000,Jan.,,,male
29907,Patrick Clemens,,,straight,alive,1,2000,Feb.,,,male
5352,Positron (Veronica),secret,,straight,dead,1,2000,Mar.,,white,female
123961,Psykos,secret,good,straight,alive,1,2000,Feb.,red,bald,male
723807,Quisling (Inner Guard),,,straight,alive,1,2000,Sep.,red,bald,
746400,Reaper (Demon),secret,bad,straight,alive,1,2000,Jan.,yellow,bald,male
5418,Rebound,secret,good,straight,alive,1,2000,Oct.,,,female
17994,Reflex (First Line),secret,good,straight,dead,1,2000,Mar.,,blond,male
16912,Requiem,secret,bad,straight,dead,1,2000,Jul.,yellow,black,male
5438,Riot-Act,secret,good,straight,dead,1,2000,Mar.,,bald,female
410086,Rochelle LeBeau,secret,neutral,straight,alive,1,2000,Oct.,,,female
18961,Rumor,public,bad,straight,alive,1,2000,Oct.,blue,black,male
16960,Sabre (Mutant),secret,,straight,alive,1,2000,Nov.,,blond,male
238028,Sarah Shaw,single,good,straight,dead,1,2000,Jan.,,,female
511817,Sariel,secret,good,straight,alive,1,2000,Apr.,blue,blond,male
15642,Semijan,,,straight,alive,1,2000,May.,,,male
16930,Seth (Neo),,bad,straight,dead,1,2000,May.,,,male
14411,Shamrock (SHE),secret,good,straight,dead,1,2000,Dec.,,,male
16974,Sketch,secret,good,straight,alive,1,2000,Aug.,,,female
18219,Squire,secret,good,straight,dead,1,2000,Mar.,,red,male
683836,Stanley Klein,single,good,straight,dead,1,2000,Aug.,brown,brown,male
7671,Static (Neo),secret,bad,straight,dead,1,2000,May.,white,black,female
251052,Sterling (Heroes Reborn),,good,straight,alive,1,2000,Jan.,,,male
123957,Suyin King,secret,good,straight,alive,1,2000,Feb.,brown,black,female
511818,Tariel,secret,good,straight,alive,1,2000,Apr.,blue,blond,male
16716,Torque (Twisted Sisters),,,straight,alive,1,2000,Oct.,,,female
68945,Tricolore (Yvette),,good,straight,alive,1,2000,Dec.,,brown,female
18964,Typhoon (Lost Generation),secret,bad,straight,dead,1,2000,Sep.,,black,male
44839,Waltham Pierce,,,straight,dead,1,2000,Mar.,brown,blond,male
507749,Wibbow,single,neutral,straight,alive,1,2000,Oct.,black,green,male
16982,Amy Stringer,public,neutral,straight,dead,1,2001,Feb.,brown,black,female
410700,Andrew Benedict,secret,neutral,straight,dead,1,2001,Aug.,blue,black,male
415267,Angela Barbato,,good,straight,alive,1,2001,Sep.,,black,female
16515,Ao Jun,,,straight,dead,1,2001,Sep.,,,male
556371,Arthur Swift,,neutral,gay,dead,1,2001,Nov.,,brown,male
342737,Bloodwing,secret,bad,straight,alive,1,2001,Feb.,,black,male
410737,Bonita,secret,neutral,straight,dead,1,2001,Apr.,blue,auburn,female
280828,Browning,,,straight,dead,1,2001,Dec.,brown,brown,male
685707,Bruce Greenwood (Earth-1610),public,bad,straight,dead,1,2001,Oct.,brown,brown,male
624167,Bruno,public,bad,straight,alive,1,2001,Nov.,,,male
623872,Chelwid,public,,straight,alive,1,2001,Nov.,blue,blue,male
476748,Cirlio Crisologo,secret,good,straight,alive,1,2001,Oct.,red,bald,male
491262,Clive Vickers,secret,neutral,straight,dead,1,2001,Oct.,,brown,male
509075,Cole (Neanderthal),public,good,straight,alive,1,2001,Oct.,blue,brown,male
441915,Compound,secret,,straight,dead,1,2001,Aug.,,bald,male
289308,Corak,public,bad,straight,alive,1,2001,Jul.,,,male
16363,Corben,,bad,straight,alive,1,2001,May.,,bald,female
280424,Cyclops (Tunnel Dwellers),secret,good,straight,dead,1,2001,Aug.,one eye,bald,male
280823,Denham,,,straight,dead,1,2001,Dec.,brown,blond,male
476742,Erik Hallgrimsson,secret,good,straight,alive,1,2001,Oct.,orange,bald,male
280050,Explosa,secret,bad,straight,dead,1,2001,Aug.,brown,blond,female
410528,Gertrude Hunter,secret,neutral,straight,dead,1,2001,Jul.,,blond,female
410542,Gloria Knoblach,public,neutral,straight,dead,1,2001,Aug.,,brown,female
280727,Gordon Phillips,public,neutral,straight,dead,1,2001,Sep.,,grey,male
509083,Gort (Neanderthal),public,bad,straight,alive,1,2001,Oct.,blue,brown,male
748320,Gunmetal Gray,secret,bad,straight,alive,1,2001,Sep.,,black,male
410527,Hans Knoblach,secret,neutral,straight,dead,1,2001,Jul.,blue,brown,male
69626,Headhunter (Bloodsport),,bad,straight,dead,1,2001,Oct.,,,male
116837,Jess Patton,single,,straight,dead,1,2001,Jun.,brown,blond,female
685705,Jim Washington (Earth-1610),public,bad,straight,dead,1,2001,Sep.,,bald,male
410697,John Jones,secret,neutral,straight,dead,1,2001,Aug.,brown,brown,male
555155,Kiza,public,good,straight,dead,1,2001,Jun.,,black,female
744681,LaFronce Bennett,single,good,straight,alive,1,2001,Nov.,,black,male
58642,Lonnie Ranger,,,straight,alive,1,2001,Dec.,,,male
34282,Malevolence,secret,bad,straight,alive,1,2001,Feb.,white,bald,male
280044,Marabeth,secret,bad,straight,alive,1,2001,Sep.,black,brown,female
34285,Molgotha,,bad,straight,alive,1,2001,Feb.,,,male
289339,Morcan,public,bad,straight,alive,1,2001,Sep.,black,black,male
509085,One-Eye (Neanderthal),public,bad,straight,alive,1,2001,Oct.,blue,brown,male
34288,Phemous,secret,bad,straight,alive,1,2001,Feb.,one eye,bald,male
629191,Rogers,public,neutral,straight,alive,1,2001,Apr.,,,male
555123,Scree,secret,neutral,straight,alive,1,2001,Aug.,black,grey,male
15377,Serestus,secret,bad,straight,alive,1,2001,Aug.,green,,male
624034,Sergei Rose,public,good,straight,alive,1,2001,Nov.,,,male
34290,Skarabrous the Stalker,,,straight,alive,1,2001,Feb.,,,male
501949,Tar-Vash,,bad,straight,alive,1,2001,Oct.,,,male
508991,Taras Vol,public,bad,straight,alive,1,2001,Oct.,blue,brown,male
18614,Ted Wertz,,,straight,alive,1,2001,Oct.,,,male
557329,Tyrus Krill,public,good,straight,alive,1,2001,Jan.,,black,male
555128,Vampyr,secret,neutral,straight,dead,1,2001,Aug.,black,black,male
410701,Vernon Reaves,secret,neutral,straight,dead,1,2001,Aug.,brown,brown,male
623881,Victor,,bad,straight,alive,1,2001,Nov.,,,male
16657,Warp Savant,secret,bad,straight,alive,1,2001,Jul.,blue,blue,male
280863,William (Mutant),,neutral,straight,dead,1,2001,Oct.,white,grey,male
340177,Adewale Ekoku,secret,good,straight,alive,1,2002,Jul.,brown,bald,male
18499,Aislinn,,,straight,alive,1,2002,Nov.,,,female
349430,Anders Nobel,secret,good,straight,alive,1,2002,Jul.,,bald,male
99887,Ankhi Gottberg,secret,neutral,straight,alive,1,2002,Aug.,blue,bald,female
280414,Arlo Summers,public,neutral,straight,alive,1,2002,Aug.,yellow,bald,male
389605,Askalan,,,straight,alive,1,2002,Dec.,,,male
332732,Aunt Hazel,single,,straight,alive,1,2002,Jan.,,grey,female
332947,Bert (Origin),single,,straight,alive,1,2002,Mar.,,red,male
432490,Bloc,,bad,straight,alive,1,2002,Oct.,,blond,male
120834,Cedric Crichton,public,good,straight,dead,1,2002,Mar.,,,male
280063,Chela,secret,bad,straight,dead,1,2002,Mar.,black,black,male
474091,Cherry (NYPD),public,neutral,straight,alive,1,2002,Jan.,,brown,male
116840,Chuck Self,public,,straight,alive,1,2002,Oct.,,,male
725341,Cordon,public,,straight,alive,1,2002,Mar.,,,male
29112,Corporal Animal,secret,bad,straight,alive,1,2002,Sep.,,red,male
280739,Dan Strom,single,neutral,straight,alive,1,2002,Jul.,,brown,male
476772,Dana Holmes,secret,good,straight,alive,1,2002,Jul.,,bald,female
18647,Daniel Wyzcenko,public,good,straight,alive,1,2002,Nov.,,black,male
476767,Dave Finn,secret,good,straight,alive,1,2002,Jul.,,black,male
500402,David Montgomery,public,,straight,alive,1,2002,Aug.,,,male
728715,Doctor Pow,,neutral,straight,alive,1,2002,Jul.,,black,male
474545,Doctor Rogan,public,,straight,alive,1,2002,Mar.,,grey,male
280834,Duncan Sebast,public,,straight,dead,1,2002,Apr.,,brown,male
282403,Eleanor Sanford,public,good,straight,alive,1,2002,Jul.,,red,female
742832,Erik Nicieza,secret,neutral,straight,alive,1,2002,May.,,red,male
332940,Fred (Origin),public,,straight,alive,1,2002,Mar.,,black,male
116742,Frida Rivera,secret,good,straight,alive,1,2002,Jul.,blue,yellow,female
418914,Gilbert Lipchitz,,bad,straight,dead,1,2002,Aug.,,,male
18551,Hank Zlotty,single,neutral,straight,alive,1,2002,Jun.,brown,brown,male
725004,Ian Whippingham,single,bad,straight,dead,1,2002,May.,,black,male
597860,Ikeda Honda,public,good,straight,alive,1,2002,May.,blue,black,female
280048,Jane Smythe,secret,bad,straight,alive,1,2002,Feb.,blue,blond,female
597664,Jared,public,,straight,alive,1,2002,Apr.,,brown,male
282864,Jason Treemont,public,neutral,straight,dead,1,2002,Sep.,,grey,male
481925,Jocasta Frost,public,neutral,straight,alive,1,2002,Oct.,,,female
280725,Joel Haines,,,straight,alive,1,2002,Jul.,,black,male
474531,Johann,public,,straight,alive,1,2002,Mar.,,brown,male
506910,Jorrsk,public,good,straight,alive,1,2002,Mar.,white,,male
501957,Juliana Jararaca,,neutral,straight,alive,1,2002,Jul.,brown,blond,female
287553,Jymrsk,,good,straight,alive,1,2002,Mar.,,red,male
597636,Kate Cooke,public,,straight,dead,1,2002,Apr.,,red,female
725006,Kenneth Flogg,,bad,straight,alive,1,2002,May.,,grey,male
501952,Lazarus Ganglion,,neutral,straight,alive,1,2002,Sep.,red,brown,male
725343,Linga,public,,straight,alive,1,2002,Mar.,,black,female
476790,Lucy Priest,secret,good,straight,alive,1,2002,Jul.,,blond,female
557912,Lyle Crawford,public,bad,straight,alive,1,2002,Sep.,,bald,male
547829,Mahmud Abbouthalima,public,bad,straight,dead,1,2002,Mar.,,,male
282879,Malcolm Whitman,,bad,straight,alive,1,2002,Jun.,,brown,male
250533,Marvin Krolnek,,bad,straight,alive,1,2002,Aug.,,,male
280416,Matt Corbin,public,neutral,straight,alive,1,2002,Aug.,black,,male
725344,Mistur,public,,straight,alive,1,2002,Mar.,yellow,bald,male
554966,Moira Gray,public,neutral,straight,dead,1,2002,Oct.,,black,female
280046,Ms. Fingers,secret,bad,straight,dead,1,2002,Mar.,red,pink,female
725346,Mud-Ah,public,,straight,alive,1,2002,Mar.,,bald,male
609837,Mutant Cat,,,straight,dead,1,2002,Jul.,yellow,brown,female
474798,Nanci Koric,public,,straight,alive,1,2002,Nov.,blue,blond,female
665935,Nasya Ehrlich (Earth-11052),public,good,straight,alive,1,2002,Jun.,blue,auburn,female
474756,Nate,public,,straight,alive,1,2002,Jun.,,brown,male
749845,Neodymium (Element),secret,bad,straight,alive,1,2002,Sep.,red,bald,
597865,Noboru,public,bad,straight,dead,1,2002,May.,brown,grey,male
280427,Oink,secret,,straight,alive,1,2002,Sep.,,blond,male
15795,Omega (Thanosi),,bad,straight,alive,1,2002,Aug.,,,male
29899,Optoman,secret,good,straight,alive,1,2002,Sep.,,,male
301402,Oracle (O-Force),secret,good,straight,alive,1,2002,Sep.,,,female
29901,Orchid (O-Force),secret,good,straight,alive,1,2002,Sep.,blue,green,female
280431,Orifice,secret,,straight,alive,1,2002,Sep.,,black,male
29905,Ozone,secret,good,straight,alive,1,2002,Sep.,,bald,male
728801,Philip Betbeze,,neutral,straight,alive,1,2002,Jun.,,black,male
280053,Phisherman,secret,neutral,straight,alive,1,2002,Jan.,blue,red,male
749846,Platinum (Element),secret,bad,straight,alive,1,2002,Sep.,,bald,
282407,Poppa,,bad,straight,dead,1,2002,Jul.,,bald,male
106522,Renata Da Lima,public,good,gay,alive,1,2002,Jul.,brown,brown,female
551088,Richard Jones (Impersonator),public,neutral,straight,alive,1,2002,May.,brown,brown,male
89430,Riek Bukenya,secret,neutral,straight,dead,1,2002,Jun.,black,black,male
282405,Ruth Durie,public,good,straight,alive,1,2002,Jul.,,blond,female
749847,Ruthenium (Element),secret,bad,straight,alive,1,2002,Sep.,,bald,
725347,Sandorr,public,,straight,alive,1,2002,Mar.,yellow,,male
280070,Scales,secret,bad,straight,dead,1,2002,Mar.,black,bald,male
16965,Schism,secret,neutral,straight,alive,1,2002,May.,,,
752918,Secco,secret,neutral,straight,dead,1,2002,Feb.,,bald,male
90499,Seiji Honda,single,good,straight,alive,1,2002,May.,green,brown,male
558197,Senso,public,neutral,straight,alive,1,2002,Apr.,,bald,
543487,Shocker 666,secret,bad,straight,alive,1,2002,Oct.,,,male
725311,Sigmund Freud,,good,straight,dead,1,2002,Jul.,,grey,male
280074,Slaughter,secret,bad,straight,dead,1,2002,Mar.,black,bald,male
279969,Sonny Bean,public,,straight,dead,1,2002,Aug.,,bald,male
280068,Spud,secret,bad,straight,dead,1,2002,Mar.,black,bald,male
419669,Stan Collins,,good,straight,alive,1,2002,Oct.,,,male
584320,Taran,public,good,straight,alive,1,2002,Jan.,,black,female
422890,Tarantula (Runaways),secret,bad,straight,alive,1,2002,Jul.,,,male
332959,Ted (Origin),public,,straight,alive,1,2002,Apr.,,bald,male
243068,The Shade,,bad,straight,alive,1,2002,Jun.,brown,black,male
501959,Thiago Piranha,public,neutral,straight,dead,1,2002,Jul.,black,black,male
18752,Third Rail,,bad,straight,dead,1,2002,Jun.,,blond,male
18404,Thomas Adkins,,,straight,alive,1,2002,Apr.,,,male
280412,Thomas Williams,secret,neutral,straight,alive,1,2002,Aug.,black,,male
9954,Timmy Glenn,secret,good,straight,dead,1,2002,Sep.,white,white,male
555897,Tom Metellus,public,bad,straight,alive,1,2002,Jun.,brown,white,male
282504,Tony Robb,public,good,straight,alive,1,2002,Jul.,,,male
280055,Trois,secret,bad,straight,dead,1,2002,Mar.,black,black,female
725057,Vicki of Humbabu,,good,straight,dead,1,2002,May.,,brown,female
489560,Victoria Anderson,single,good,straight,alive,1,2002,Nov.,blue,blond,female
23039,X (Thanosi),,bad,straight,dead,1,2002,Aug.,,,male
501964,Xande,single,neutral,straight,alive,1,2002,Jul.,brown,black,male
343208,Yorkie Mitchell,,good,straight,alive,1,2002,Dec.,,brown,male
508132,Yoshi,secret,neutral,straight,dead,1,2002,Jun.,black,black,male
15358,Aamir,secret,,straight,alive,1,2003,Mar.,,black,male
18456,Agrimet,,,straight,dead,1,2003,Aug.,,,male
18495,Akaje,,,straight,alive,1,2003,Jun.,,,male
687029,Angela (FBI),single,neutral,straight,alive,1,2003,Feb.,brown,brown,female
24656,Atar,,,straight,alive,1,2003,May.,,brown,male
687025,Boss (FBI),single,neutral,straight,alive,1,2003,Feb.,,grey,male
437094,Brad Gutman,public,bad,straight,dead,1,2003,Sep.,brown,brown,male
501879,Clicker,,,straight,alive,1,2003,Feb.,white,bald,male
195605,Cybill,,,straight,alive,1,2003,Sep.,yellow,,female
485586,Dave Cambell,single,neutral,straight,dead,1,2003,Jul.,brown,brown,male
482511,Derek Zheng,public,good,straight,alive,1,2003,Jun.,,,male
436594,Doctor Jiroult,,bad,straight,alive,1,2003,Jun.,,brown,male
596426,George Tremaine,public,neutral,straight,alive,1,2003,May.,,,male
556374,Holly (X-Corporation),,good,straight,alive,1,2003,Jan.,variable,variable,female
36997,Jacinda Rodriquez,secret,bad,straight,alive,1,2003,Feb.,brown,brown,female
607630,Jenny (Dead Girl),public,neutral,straight,alive,1,2003,May.,,,female
298857,Jeremy (Mutant),public,neutral,straight,alive,1,2003,Sep.,,,male
19265,Jinx (NYPD),,,straight,alive,1,2003,Jul.,,,male
484808,Joan Jameson,,neutral,straight,alive,1,2003,Jan.,,,female
596382,Joey Cascio,public,good,straight,dead,1,2003,Mar.,brown,brown,male
476821,Jorge Lukas,secret,good,straight,dead,1,2003,Mar.,black,bald,male
282458,Josette,secret,good,straight,alive,1,2003,Jan.,green,white,female
16521,Jumbo Carnation,public,neutral,gay,dead,1,2003,Jan.,,bald,male
40959,Kristal van Helden,secret,bad,straight,dead,1,2003,Apr.,,black,female
607628,Lennox Capriati,public,neutral,straight,dead,1,2003,May.,blue,blond,male
596427,Leona Tremaine,public,neutral,straight,alive,1,2003,May.,,,female
482063,Litigious Bradley,public,good,straight,alive,1,2003,Jul.,brown,bald,male
687026,Louis (FBI),single,neutral,straight,alive,1,2003,Feb.,,blond,male
282463,Mandy (Mutant),,,straight,alive,1,2003,Mar.,brown,red,female
280842,Marc Dale,,,straight,alive,1,2003,Apr.,black,black,male
596383,Maria Bonnaventura,public,good,straight,dead,1,2003,Mar.,blue,black,female
442412,Marie Batroc,single,bad,straight,alive,1,2003,Feb.,,blond,female
18509,Mike Alexander,,,straight,dead,1,2003,Jun.,,,male
282509,Milo Smutts,public,neutral,straight,dead,1,2003,Mar.,blue,brown,male
18390,Mitchell Abrams,public,good,straight,alive,1,2003,Aug.,blue,black,male
485812,Mr. Jones,single,good,straight,alive,1,2003,Aug.,,,male
499387,Mr. Taylor,public,good,straight,alive,1,2003,Mar.,blue,brown,male
485807,Mrs. Cambell,single,neutral,straight,dead,1,2003,Jul.,,red,female
499389,Mrs. Taylor,public,good,straight,alive,1,2003,Mar.,blue,blond,female
87171,Namor McKenzie (N2),secret,neutral,straight,alive,1,2003,Dec.,blue,black,male
476798,Natalie Wood,secret,good,straight,alive,1,2003,Jan.,yellow,blond,female
209689,Nigel Blacque,,bad,straight,alive,1,2003,Apr.,,black,male
596418,Noel Penrose,public,neutral,straight,alive,1,2003,Mar.,,,male
463065,Paolo Mantega,public,neutral,straight,alive,1,2003,Jul.,,brown,male
485588,Phillip Cambell,single,neutral,straight,dead,1,2003,Jul.,,red,male
607629,Rimi Withnail,public,neutral,straight,alive,1,2003,May.,green,red,female
282460,Robert (Mutant),secret,good,straight,alive,1,2003,Jan.,yellow,bald,male
482513,Rodrigo de Smith,public,good,straight,alive,1,2003,Jun.,,black,male
482515,Roja Sanford,public,good,straight,alive,1,2003,Jun.,,red,female
473488,Rolanda,public,neutral,straight,alive,1,2003,Aug.,,,female
498673,Sanji Yamamoto,public,good,straight,alive,1,2003,Oct.,,brown,male
501200,Sentinel (Juston),public,good,straight,alive,1,2003,Jun.,red,bald,
564792,Spinach,secret,bad,straight,alive,1,2003,Jan.,,green,male
482066,Stephanie Bradley,public,good,straight,alive,1,2003,Jul.,brown,bald,female
280844,Tasha (Mutant),public,,straight,alive,1,2003,Apr.,black,black,female
557931,Thought (Hand),,bad,straight,alive,1,2003,Feb.,,bald,male
555192,Tillie Beezer,public,neutral,straight,alive,1,2003,May.,,blond,female
281616,Andy Hartnell,secret,good,straight,alive,1,2004,Apr.,black,blue,male
506270,Askid,secret,good,straight,alive,1,2004,May.,blue,white,male
554875,Bartholomew Grice,single,good,straight,alive,1,2004,Dec.,,brown,male
16387,Dervish (The Arena),secret,,straight,alive,1,2004,Feb.,white,white,male
83211,Doc (District X),public,neutral,straight,alive,1,2004,Dec.,brown,bald,male
511683,Fatal Sisters,,good,straight,alive,1,2004,Sep.,,blond,female
671022,Figment,,bad,straight,alive,1,2004,Sep.,white,red,female
21499,Geech,secret,bad,straight,alive,1,2004,Dec.,,black,male
55974,Germaine Caruso,public,good,straight,dead,1,2004,Jun.,brown,black,male
19360,Hal Tolliver,,,straight,alive,1,2004,Feb.,,,male
18558,Hayyan Zarour,public,,straight,alive,1,2004,Feb.,,,male
296472,Hilda,,good,straight,alive,1,2004,Sep.,,red,female
687375,Jake Costanza,public,neutral,straight,dead,1,2004,Jul.,brown,brown,male
477961,Johan Schumann,secret,good,straight,alive,1,2004,Dec.,brown,blond,male
557933,Kagenobu Yoshioka,,bad,straight,alive,1,2004,Nov.,,black,male
280451,Lamprey (The Arena),,,straight,alive,1,2004,Feb.,yellow,bald,male
16606,Lariat,secret,,straight,alive,1,2004,Feb.,yellow,bald,male
468275,Laurie Caban,,neutral,straight,alive,1,2004,Jul.,brown,brown,female
84383,Louis Dodson,secret,,straight,alive,1,2004,Sep.,,black,male
83047,Makkamakkamaktsptoo,,,straight,alive,1,2004,Jun.,,,male
242199,Manfred Jones,public,neutral,straight,alive,1,2004,Aug.,brown,brown,male
715493,Maria Murillo,single,,straight,alive,1,2004,Apr.,,black,female
555289,Markita,secret,good,straight,alive,1,2004,Sep.,blue,blond,female
299012,Matthew (District X),public,good,straight,alive,1,2004,Dec.,,brown,male
554897,Mrs. Berdeaux,public,neutral,straight,alive,1,2004,Aug.,,red,female
279959,Mrs. Costanza,,,straight,dead,1,2004,Jul.,blue,red,female
687386,Mrs. Falcone,public,neutral,straight,alive,1,2004,Aug.,,black,female
15090,Quills,secret,,straight,alive,1,2004,Feb.,,red,female
422800,Rikuto,public,good,straight,dead,1,2004,Dec.,black,black,male
687399,Rubin,public,neutral,straight,alive,1,2004,Oct.,,,male
468288,Sam Palmer,public,neutral,straight,alive,1,2004,Jan.,brown,brown,male
281618,Serafina Montoya,,,straight,alive,1,2004,Feb.,,blond,female
