,id,appearances,introduced,blue_eyes,identity_num,alignment_num,orientation_num,status_num,introduced_month_num,hair_num,gender_num
5858,298132,2.0,1993.0,0,2,3,1,1,11,6,2
5861,525228,2.0,1993.0,0,1,2,1,1,1,3,2
5865,286405,2.0,1993.0,0,2,1,1,1,4,6,1
5869,130072,2.0,1993.0,1,2,2,1,2,4,12,2
5871,557939,2.0,1993.0,0,4,2,1,1,12,3,2
5878,27302,2.0,1993.0,0,2,4,1,1,4,6,1
5887,299122,2.0,1993.0,0,1,1,1,1,5,10,2
5893,22315,2.0,1993.0,1,2,1,1,1,12,3,2
5894,9024,2.0,1993.0,0,1,1,1,2,12,10,1
5895,288876,2.0,1993.0,1,1,1,1,1,10,1,2
5903,54892,2.0,1993.0,0,2,1,1,1,3,5,2
5905,409150,2.0,1993.0,0,2,2,1,1,2,10,2
5906,16861,2.0,1993.0,0,2,2,1,1,8,8,2
5913,288938,2.0,1993.0,0,2,2,1,1,5,3,2
5914,748400,2.0,1993.0,0,2,2,1,2,2,6,2
5920,257700,2.0,1993.0,1,4,1,1,1,1,1,2
5934,289059,2.0,1993.0,0,2,2,1,1,4,3,2
5939,309454,2.0,1994.0,0,1,3,1,1,1,3,2
5943,244323,2.0,1994.0,1,2,2,1,1,2,6,2
5945,29826,2.0,1994.0,0,3,3,1,1,9,4,2
5946,63099,2.0,1994.0,0,2,4,1,1,9,3,2
5953,480799,2.0,1994.0,1,1,4,1,1,7,8,2
5957,639635,2.0,1994.0,1,1,2,1,2,3,5,2
5959,685238,2.0,1994.0,0,1,3,1,1,8,8,1
5960,18313,2.0,1994.0,0,2,4,1,1,1,8,2
5968,280680,2.0,1994.0,0,4,4,3,1,2,1,1
5970,639633,2.0,1994.0,0,1,1,1,1,3,9,2
5974,63100,2.0,1994.0,0,2,4,1,1,9,6,2
5976,507277,2.0,1994.0,0,1,1,1,1,9,4,2
5978,639634,2.0,1994.0,0,1,1,1,1,3,4,1
5982,731946,2.0,1994.0,0,2,2,1,1,6,9,2
5984,480829,2.0,1994.0,1,1,4,1,2,7,1,1
5987,642628,2.0,1994.0,1,1,4,1,1,7,5,2
5988,642629,2.0,1994.0,1,1,4,1,1,7,9,2
5991,83526,2.0,1994.0,0,1,2,1,1,10,3,2
5994,639632,2.0,1994.0,1,1,1,1,2,9,12,2
5995,63102,2.0,1994.0,0,2,4,1,1,9,8,1
6001,535743,2.0,1994.0,0,1,1,1,1,8,5,2
6002,34676,2.0,1994.0,0,1,1,1,1,2,10,2
6004,480911,2.0,1994.0,0,3,4,1,2,7,4,2
6008,116254,2.0,1994.0,0,4,2,1,1,12,4,2
6013,44750,2.0,1994.0,0,2,1,1,1,1,5,2
6014,20966,2.0,1994.0,1,2,1,1,1,5,1,2
6016,43144,2.0,1994.0,0,4,2,1,1,3,3,2
6018,507237,2.0,1994.0,0,1,1,1,1,9,4,2
6019,591417,2.0,1994.0,0,2,2,1,1,10,3,2
6020,18631,2.0,1994.0,0,2,1,1,1,9,6,1
6021,34303,2.0,1994.0,0,4,2,1,1,2,3,4
6023,748407,2.0,1994.0,0,4,2,1,1,7,5,4
6026,341937,2.0,1995.0,1,4,4,1,1,6,8,2
6028,67322,2.0,1995.0,0,2,2,1,1,2,6,2
6029,263255,2.0,1995.0,0,1,1,1,1,8,6,2
6033,663040,2.0,1995.0,0,2,2,1,1,2,9,2
6034,125885,2.0,1995.0,0,2,1,1,1,10,5,1
6036,536200,2.0,1995.0,1,1,1,1,1,2,6,1
6037,654388,2.0,1995.0,0,2,2,1,1,9,6,2
6048,558255,2.0,1995.0,0,1,2,1,1,2,4,2
6061,67324,2.0,1995.0,1,2,2,1,1,2,6,2
6067,686712,2.0,1995.0,0,2,2,1,2,2,3,2
6070,402002,2.0,1995.0,0,2,1,1,2,3,5,2
6072,482203,2.0,1995.0,0,2,2,1,1,9,4,4
6078,3811,2.0,1996.0,0,2,2,1,2,8,8,1
6079,493518,2.0,1996.0,0,2,3,1,2,5,3,2
6082,23873,2.0,1996.0,0,4,2,1,1,1,3,2
6085,101629,2.0,1996.0,0,1,2,1,1,4,6,2
6088,625734,2.0,1996.0,1,1,1,1,2,11,8,1
6089,436026,2.0,1996.0,0,4,2,1,1,12,4,2
6096,259039,2.0,1996.0,1,1,2,1,2,1,9,2
6097,744251,2.0,1996.0,0,3,4,1,1,1,3,2
6100,85047,2.0,1996.0,0,2,2,1,1,5,3,4
6103,343148,2.0,1996.0,0,1,3,1,1,11,3,2
6106,667057,2.0,1997.0,1,3,4,1,1,7,1,1
6107,4092,2.0,1997.0,1,4,2,1,1,5,5,2
6109,427055,2.0,1997.0,0,3,1,1,2,3,6,2
6113,751843,2.0,1997.0,0,4,2,1,1,6,6,2
6114,415270,2.0,1997.0,0,3,2,1,1,6,3,4
6126,424088,2.0,1997.0,0,4,2,1,1,5,3,4
6130,424095,2.0,1997.0,0,4,2,1,1,6,3,4
6134,427056,2.0,1997.0,1,1,1,1,2,3,1,1
6147,35893,2.0,1997.0,0,1,2,1,1,6,6,2
6152,631204,2.0,1997.0,0,4,3,1,2,3,5,2
6169,79513,2.0,1998.0,0,2,2,1,1,8,5,2
6184,483362,2.0,1998.0,0,1,2,1,2,11,4,2
6190,735862,2.0,1998.0,1,3,3,1,1,3,5,1
6191,584371,2.0,1998.0,0,2,2,1,1,12,5,2
6197,699755,2.0,1998.0,1,2,1,1,1,12,5,1
6198,321461,2.0,1998.0,0,2,3,1,1,4,5,2
6203,398339,2.0,1998.0,1,1,2,1,1,7,1,2
6205,15977,2.0,1998.0,0,2,2,1,1,1,3,2
6210,483603,2.0,1998.0,1,3,2,1,1,10,1,2
6211,675855,2.0,1998.0,1,4,4,1,1,3,1,2
6215,9045,2.0,1999.0,0,2,3,1,1,12,3,4
6216,681238,2.0,1999.0,0,3,4,1,1,8,5,2
6218,27037,2.0,1999.0,1,1,1,1,1,2,5,1
6219,91911,2.0,1999.0,1,2,2,1,1,6,5,1
6222,321467,2.0,1999.0,0,1,4,1,1,4,5,2
6225,583561,2.0,1999.0,0,2,3,1,1,12,2,2
6227,18279,2.0,1999.0,1,2,2,1,1,5,3,2
6234,685668,2.0,1999.0,0,1,4,1,2,6,3,2
6239,102699,2.0,1999.0,0,4,1,1,1,12,6,2
6243,347786,2.0,1999.0,0,2,1,1,2,4,6,1
6246,724620,2.0,1999.0,1,1,3,1,2,6,9,2
6247,748340,2.0,1999.0,1,2,4,1,1,4,3,2
6248,34310,2.0,1999.0,0,2,1,1,2,1,1,1
6249,555120,2.0,1999.0,0,1,3,1,2,1,5,2
6251,556270,2.0,1999.0,0,1,2,1,1,3,5,2
6257,268063,2.0,1999.0,0,4,2,1,1,9,3,4
6265,642339,2.0,2000.0,0,2,2,1,1,10,4,2
6272,698993,2.0,2000.0,0,2,3,1,1,5,6,2
6273,700919,2.0,2000.0,0,2,4,1,1,1,3,2
6275,172445,2.0,2000.0,1,2,1,1,1,12,9,1
6276,321451,2.0,2000.0,0,4,4,1,1,9,5,2
6278,499617,2.0,2000.0,0,4,3,1,2,9,8,1
6280,4228,2.0,2000.0,0,2,1,1,2,2,3,2
6283,280446,2.0,2000.0,0,2,2,1,2,6,5,2
6290,4483,2.0,2000.0,0,2,1,1,1,7,6,1
6293,18958,2.0,2000.0,0,2,1,1,1,2,5,1
6298,321462,2.0,2000.0,1,4,4,1,1,12,5,2
6302,5415,2.0,2000.0,0,2,1,1,2,8,8,1
6304,642337,2.0,2000.0,0,1,2,1,1,10,1,1
6307,410000,2.0,2000.0,0,2,3,1,1,8,5,2
6309,53353,2.0,2000.0,0,1,1,1,1,8,1,1
6314,389169,2.0,2001.0,1,4,2,1,1,3,3,2
6318,386710,2.0,2001.0,0,4,4,1,2,6,5,2
6319,58469,2.0,2001.0,0,1,2,1,2,3,6,2
6321,16428,2.0,2001.0,1,2,3,1,2,5,8,1
6322,321463,2.0,2001.0,1,4,4,1,2,6,1,2
6323,99351,2.0,2001.0,0,2,2,1,1,8,3,2
6324,18399,2.0,2001.0,0,1,2,1,1,1,3,2
6326,115318,2.0,2001.0,1,3,4,1,2,4,6,2
6330,280794,2.0,2001.0,1,2,1,1,1,8,5,2
6333,280684,2.0,2001.0,0,2,4,1,2,4,6,1
6334,280042,2.0,2001.0,0,2,2,1,2,3,1,2
6335,502991,2.0,2001.0,0,2,1,1,1,2,3,2
6340,282240,2.0,2002.0,0,3,1,1,2,12,5,2
6341,697764,2.0,2002.0,1,3,3,1,1,9,5,1
6344,244816,2.0,2002.0,1,3,1,1,1,1,5,1
6347,16249,2.0,2002.0,0,2,3,1,1,8,3,2
6358,34266,2.0,2002.0,0,4,2,1,1,8,3,2
6361,36295,2.0,2002.0,0,1,3,1,1,7,4,2
6362,685489,2.0,2002.0,0,1,3,1,1,8,8,1
6365,697762,2.0,2002.0,0,1,1,1,2,9,6,2
6368,280861,2.0,2002.0,0,1,3,1,2,4,5,2
6375,697761,2.0,2002.0,0,1,2,1,1,9,9,2
6377,474805,2.0,2002.0,0,3,2,1,1,2,6,2
6379,16677,2.0,2002.0,0,2,2,1,1,6,3,2
6382,499392,2.0,2003.0,1,3,1,1,2,2,6,2
6384,67684,2.0,2003.0,0,3,1,1,2,5,6,2
6385,463094,2.0,2003.0,0,2,1,1,1,5,6,2
6386,484485,2.0,2003.0,0,1,1,1,1,1,5,2
6387,482061,2.0,2003.0,0,4,3,2,1,4,5,2
6388,321455,2.0,2003.0,0,2,4,1,1,11,5,2
6389,290074,2.0,2003.0,0,4,4,1,2,1,5,2
6391,463095,2.0,2003.0,0,2,1,1,1,5,6,1
6392,331546,2.0,2003.0,1,4,3,1,1,12,4,1
6393,118941,2.0,2003.0,0,2,2,1,2,5,3,2
6394,47526,2.0,2003.0,0,4,4,1,1,8,6,2
6395,24659,2.0,2003.0,0,2,4,1,1,8,5,2
6396,498693,2.0,2003.0,1,1,1,1,1,4,5,2
6397,484637,2.0,2003.0,0,2,1,1,2,10,3,2
6398,484487,2.0,2003.0,0,2,1,1,2,10,3,2
6400,501968,2.0,2003.0,0,4,2,1,2,8,5,2
6401,331499,2.0,2003.0,0,4,3,1,1,12,6,1
6402,510367,2.0,2003.0,1,2,3,1,2,3,5,2
6403,13226,2.0,2003.0,1,4,4,1,2,5,4,1
6404,463059,2.0,2003.0,0,1,1,1,2,3,6,1
6405,484481,2.0,2003.0,0,1,1,1,2,1,10,2
6406,484480,2.0,2003.0,0,1,1,1,2,1,5,2
6407,558174,2.0,2003.0,0,1,3,1,1,3,3,2
6409,737212,2.0,2003.0,0,3,2,1,2,3,6,2
6410,26397,2.0,2003.0,1,1,1,1,2,4,1,1
6411,13225,2.0,2003.0,0,2,2,1,2,5,12,2
6412,499395,2.0,2003.0,1,1,1,1,1,2,1,1
6413,16634,2.0,2003.0,0,2,1,1,1,2,6,2
6420,687245,2.0,2004.0,0,1,3,1,2,6,1,1
6426,86053,2.0,2004.0,1,1,1,1,1,10,9,2
6432,467842,2.0,2004.0,1,2,1,1,1,1,5,2
6433,467843,2.0,2004.0,1,2,1,1,1,1,1,1
6434,468281,2.0,2004.0,0,4,3,1,1,3,6,1
6436,454678,2.0,2004.0,0,2,1,1,1,5,6,2
6440,16867,2.0,2004.0,0,2,2,1,1,10,1,2
6446,687383,2.0,2004.0,1,1,3,1,1,3,6,2
6450,34980,2.0,2004.0,0,4,2,1,1,11,4,2
6453,555288,2.0,2004.0,0,2,1,1,1,6,5,1
6454,687400,2.0,2004.0,1,1,3,1,1,5,1,2
6455,555291,2.0,2004.0,1,2,2,1,2,7,5,2
6458,557492,2.0,2005.0,0,3,2,1,1,9,1,1
6460,471822,2.0,2005.0,0,1,2,1,1,8,6,2
6463,557592,2.0,2005.0,0,4,4,1,1,4,4,4
6464,667031,2.0,2005.0,0,2,2,1,1,4,6,4
6468,400738,2.0,2005.0,1,4,4,1,1,3,5,1
6469,119810,2.0,2005.0,0,2,1,1,1,3,5,2
6473,557490,2.0,2005.0,0,1,1,1,1,5,6,1
6475,719765,2.0,2005.0,0,3,4,1,1,11,6,2
6476,491162,2.0,2005.0,0,1,1,1,1,8,6,1
6477,24637,2.0,2005.0,0,1,3,1,1,12,4,4
6479,557582,2.0,2005.0,0,1,1,1,1,4,6,1
6488,719762,2.0,2005.0,0,3,4,1,1,11,6,2
6489,641312,2.0,2005.0,0,3,2,1,2,1,3,2
6490,557589,2.0,2005.0,1,2,2,1,1,4,5,2
6492,95219,2.0,2005.0,0,1,1,1,1,9,5,1
6493,242093,2.0,2005.0,0,1,3,1,1,2,5,2
6495,400731,2.0,2005.0,1,4,4,1,1,3,10,2
6496,557593,2.0,2005.0,0,4,4,1,1,4,4,4
6498,32268,2.0,2006.0,1,2,1,1,1,7,1,2
6501,29668,2.0,2006.0,0,2,3,1,1,7,5,1
6502,117362,2.0,2006.0,1,2,1,1,2,2,5,2
6507,722166,2.0,2006.0,0,1,4,1,2,6,3,2
6510,323948,2.0,2006.0,0,1,1,1,1,3,5,2
6514,244319,2.0,2006.0,0,2,2,1,2,5,3,1
6515,601531,2.0,2006.0,0,4,2,1,2,2,4,2
6518,655022,2.0,2006.0,0,1,2,1,1,10,6,1
6521,20277,2.0,2006.0,1,2,1,1,2,1,1,2
6522,35341,2.0,2006.0,1,2,2,1,2,2,8,2
6523,446696,2.0,2006.0,0,2,1,1,1,7,6,2
6524,20273,2.0,2006.0,0,2,1,1,2,1,6,2
6528,117351,2.0,2006.0,1,4,4,1,1,2,6,2
6531,83871,2.0,2006.0,0,2,1,1,2,1,5,1
6533,509835,2.0,2006.0,0,1,2,1,1,11,3,2
6534,29667,2.0,2006.0,1,2,2,1,2,7,1,2
6536,474822,2.0,2006.0,0,1,3,1,2,10,5,1
6537,722150,2.0,2006.0,0,1,4,1,2,8,4,2
6539,30927,2.0,2006.0,0,1,3,1,2,9,3,2
6541,264444,2.0,2006.0,0,1,2,1,1,1,5,2
6542,323935,2.0,2006.0,0,2,2,1,1,6,3,2
6543,19677,2.0,2006.0,1,2,1,1,2,1,1,1
6545,20271,2.0,2006.0,1,2,1,1,2,1,1,2
6546,26813,2.0,2006.0,1,4,4,1,2,9,3,2
6547,20753,2.0,2006.0,1,2,1,1,2,2,1,1
6550,288867,2.0,2007.0,1,3,1,1,1,7,10,2
6553,521962,2.0,2007.0,1,4,1,1,1,2,3,2
6555,565894,2.0,2007.0,1,1,4,1,1,6,5,1
6556,722970,2.0,2007.0,1,1,4,1,1,8,4,2
6558,42785,2.0,2007.0,1,2,1,1,1,10,4,2
6560,666129,2.0,2007.0,1,2,3,1,2,9,1,2
6563,338537,2.0,2007.0,0,1,3,1,1,11,6,2
6566,191507,2.0,2007.0,0,2,2,1,2,4,3,2
6567,116828,2.0,2007.0,0,4,3,1,1,9,14,2
6571,52927,2.0,2007.0,1,1,2,1,2,9,6,2
6573,558083,2.0,2007.0,0,1,4,1,1,2,3,4
6574,84959,2.0,2007.0,0,2,2,1,1,12,5,2
6575,484106,2.0,2007.0,0,1,4,1,1,7,6,2
6576,480840,2.0,2007.0,0,2,1,1,1,6,6,2
6578,666127,2.0,2007.0,0,2,3,1,2,9,5,1
6579,631749,2.0,2007.0,0,2,2,1,1,10,6,1
6584,480841,2.0,2007.0,0,2,1,1,1,6,3,1
6587,43130,2.0,2007.0,0,2,1,1,1,10,5,1
6590,123381,2.0,2008.0,0,1,2,1,1,9,6,2
6594,289347,2.0,2008.0,0,3,2,1,1,9,6,2
6595,168039,2.0,2008.0,0,2,2,1,2,5,3,2
6598,485929,2.0,2008.0,0,1,4,1,1,1,8,1
6600,666117,2.0,2008.0,0,1,2,1,1,1,5,2
6603,298234,2.0,2008.0,0,2,2,1,1,4,3,2
6605,486626,2.0,2008.0,0,1,4,1,1,10,5,2
6607,316459,2.0,2008.0,0,1,1,1,2,7,3,2
6608,666121,2.0,2008.0,0,1,1,1,1,1,5,2
6609,666116,2.0,2008.0,0,1,1,1,1,1,5,2
6613,556365,2.0,2008.0,0,4,3,1,2,3,10,2
6614,250649,2.0,2008.0,0,2,4,1,1,4,3,2
6617,555735,2.0,2008.0,0,4,2,1,2,4,3,2
6620,592499,2.0,2008.0,0,2,1,1,2,3,10,2
6623,555736,2.0,2008.0,0,4,2,1,1,4,9,1
6626,316410,2.0,2008.0,0,1,2,1,1,5,4,2
6627,127690,2.0,2008.0,0,2,1,1,1,7,5,1
6628,184809,2.0,2008.0,0,1,1,1,1,4,5,2
6630,487153,2.0,2008.0,0,3,4,1,1,8,6,2
6632,292237,2.0,2009.0,0,1,1,1,1,6,5,2
6633,738626,2.0,2009.0,0,2,2,1,1,12,8,2
6635,593979,2.0,2009.0,0,2,3,1,2,2,3,2
6636,408302,2.0,2009.0,0,1,2,1,2,1,6,2
6637,245682,2.0,2009.0,0,2,4,1,1,8,3,2
6638,682477,2.0,2009.0,0,1,2,1,2,1,6,2
6639,706004,2.0,2009.0,1,1,2,1,2,4,5,2
6642,486361,2.0,2009.0,1,2,3,1,1,5,6,1
6643,245686,2.0,2009.0,0,2,4,1,1,8,3,2
6644,250657,2.0,2009.0,0,2,4,1,1,8,3,2
6645,250640,2.0,2009.0,0,2,4,1,1,8,3,2
6646,250655,2.0,2009.0,0,2,4,1,1,8,3,2
6647,245691,2.0,2009.0,0,2,4,1,1,8,3,2
6654,266020,2.0,2009.0,1,2,2,1,2,6,3,2
6656,315882,2.0,2009.0,1,2,3,1,1,12,9,2
6657,682479,2.0,2009.0,1,1,2,1,2,1,1,1
6659,509100,2.0,2009.0,0,2,3,1,2,10,5,1
6660,707668,2.0,2009.0,1,3,3,1,1,6,1,1
6661,424990,2.0,2009.0,0,2,1,1,2,2,6,2
6664,505971,2.0,2009.0,1,1,1,1,1,7,9,2
6665,188942,2.0,2009.0,0,2,2,1,1,10,5,1
6668,250659,2.0,2009.0,1,2,4,1,1,10,5,2
6672,716571,2.0,2010.0,1,3,3,1,1,6,1,2
6675,499691,2.0,2010.0,0,2,3,1,2,9,4,1
6676,473753,2.0,2010.0,0,1,3,1,1,8,9,2
6677,387821,2.0,2010.0,1,1,2,1,1,12,1,2
6678,594215,2.0,2010.0,0,1,2,1,1,12,8,2
6681,503633,2.0,2010.0,0,1,1,1,1,5,5,2
6688,514284,2.0,2010.0,0,1,3,1,1,6,1,2
6690,423026,2.0,2010.0,0,2,2,1,2,12,6,2
6691,464611,2.0,2010.0,0,2,1,1,2,5,3,1
6693,423025,2.0,2010.0,0,4,2,1,2,12,14,1
6695,505990,2.0,2010.0,1,2,1,1,1,5,9,1
6696,315343,2.0,2010.0,0,1,2,1,1,1,3,2
6697,471980,2.0,2010.0,1,1,3,1,2,4,10,2
6698,503629,2.0,2010.0,0,1,1,1,1,5,6,1
6699,640666,2.0,2010.0,0,2,1,1,1,7,3,1
6702,326509,2.0,2010.0,0,3,1,1,1,9,5,2
6706,750415,2.0,2011.0,0,3,4,1,1,6,6,1
6709,624509,2.0,2011.0,0,2,2,1,2,3,3,2
6712,521180,2.0,2011.0,0,1,2,1,1,8,9,2
6713,520775,2.0,2011.0,0,3,4,1,1,12,6,1
6714,750543,2.0,2011.0,0,3,2,1,2,6,5,2
6715,426381,2.0,2011.0,0,2,2,1,2,10,4,2
6716,424219,2.0,2011.0,0,4,2,1,1,10,4,2
6717,426410,2.0,2011.0,0,1,2,1,1,2,4,2
6719,706535,2.0,2011.0,0,2,2,1,1,1,3,2
6721,422091,2.0,2011.0,0,4,1,1,1,10,10,2
6722,422092,2.0,2011.0,0,4,3,1,1,10,5,1
6723,751880,2.0,2011.0,0,1,4,1,1,4,6,2
6726,427567,2.0,2011.0,1,1,3,1,1,1,8,1
6728,519267,2.0,2011.0,0,4,1,1,2,8,4,2
6729,509417,2.0,2011.0,0,1,2,1,1,3,3,2
6730,480520,2.0,2011.0,0,1,1,1,1,7,10,2
6731,480521,2.0,2011.0,0,1,1,1,1,7,6,1
6732,503443,2.0,2011.0,0,1,3,1,1,3,6,2
6736,400954,2.0,2011.0,1,2,2,1,2,1,1,2
6738,487110,2.0,2011.0,1,1,2,1,2,12,8,1
6739,503981,2.0,2011.0,0,1,1,1,2,7,3,2
6742,424132,2.0,2011.0,0,4,1,1,1,10,6,1
6743,440187,2.0,2011.0,0,1,2,1,2,1,3,1
6744,471979,2.0,2011.0,0,2,3,1,1,8,5,2
6745,420437,2.0,2011.0,0,2,3,1,1,10,3,2
6747,635657,2.0,2012.0,1,2,1,1,2,3,5,2
6749,635653,2.0,2012.0,0,2,1,1,2,3,8,2
6752,571162,2.0,2012.0,0,1,3,1,1,8,6,2
6753,510303,2.0,2012.0,1,4,3,1,1,11,3,2
6754,570449,2.0,2012.0,0,2,3,1,2,7,3,2
6756,551244,2.0,2012.0,0,2,1,1,1,3,4,2
6758,511229,2.0,2012.0,0,2,2,1,2,1,6,2
6761,540285,2.0,2012.0,0,2,3,1,1,6,8,1
6768,697634,2.0,2013.0,0,2,2,1,2,1,5,2
6769,606303,2.0,2013.0,0,2,3,1,1,2,3,2
6770,609166,2.0,2013.0,0,2,1,1,2,9,5,2
6771,606282,2.0,2013.0,0,2,3,1,1,2,1,2
6772,606310,2.0,2013.0,0,2,3,1,1,2,8,2
6775,670502,2.0,2013.0,0,2,3,1,1,11,3,4
6776,639192,2.0,2013.0,0,4,1,1,2,11,4,4
6778,570101,2.0,2013.0,0,4,3,1,2,10,5,2
6779,606328,2.0,2013.0,0,2,3,1,1,2,3,2
6780,583485,2.0,2013.0,1,3,3,1,2,11,3,1
6781,609270,2.0,2013.0,0,2,1,1,2,9,9,2
6786,19277,2.0,-1.0,0,4,4,1,1,13,17,2
6790,580174,2.0,-1.0,0,2,2,1,1,13,6,2
6792,86617,2.0,-1.0,0,3,1,1,1,13,2,2
6795,507918,2.0,-1.0,0,4,2,1,1,13,4,1
6799,742295,2.0,-1.0,1,3,3,1,1,13,3,2
6800,692366,2.0,-1.0,0,1,3,1,1,13,9,2
6801,495851,2.0,-1.0,0,2,2,1,1,13,9,2
6803,495852,2.0,-1.0,0,2,2,1,1,13,9,2
6805,741788,2.0,-1.0,1,2,2,1,1,13,10,2
6806,753522,2.0,-1.0,0,2,3,1,1,13,6,2
6807,753551,2.0,-1.0,1,3,1,1,1,13,1,2
6810,749676,2.0,-1.0,0,3,3,1,1,13,6,2
6811,485832,2.0,-1.0,1,3,1,1,1,13,9,1
6812,16055,2.0,-1.0,0,3,2,1,1,13,3,2
6813,750976,2.0,-1.0,0,2,3,1,1,13,5,1
6814,750955,2.0,-1.0,0,2,2,1,1,13,3,2
6815,36525,2.0,-1.0,0,2,2,1,1,13,3,4
6823,740874,2.0,-1.0,0,3,3,1,1,13,6,1
6825,718599,2.0,-1.0,0,3,1,1,1,13,5,2
6827,744912,2.0,-1.0,0,1,2,1,1,13,1,2
6828,724506,2.0,-1.0,0,3,3,1,1,13,1,1
6829,709573,2.0,-1.0,0,3,1,1,1,13,18,2
6830,612169,2.0,-1.0,0,3,3,1,2,13,5,2
6831,685271,2.0,-1.0,1,1,1,1,1,13,8,1
6832,659023,2.0,-1.0,1,1,3,1,1,13,1,1
6834,743227,2.0,-1.0,0,3,2,1,1,13,3,2
6835,663270,2.0,-1.0,1,3,3,1,1,13,6,2
6836,715825,2.0,-1.0,0,3,2,1,1,13,5,2
6837,731706,2.0,-1.0,0,2,1,1,1,13,3,2
6839,670238,2.0,-1.0,0,2,2,1,2,13,5,2
6840,692266,2.0,-1.0,1,2,1,1,1,13,4,1
6841,692249,2.0,-1.0,0,2,1,1,1,13,5,2
6842,681060,2.0,-1.0,1,1,2,1,1,13,1,2
6843,671339,2.0,-1.0,0,2,2,1,2,13,3,2
6844,695222,2.0,-1.0,1,2,1,1,1,13,3,2
6847,685267,2.0,-1.0,1,1,2,1,1,13,6,2
6848,695223,2.0,-1.0,0,2,1,1,1,13,11,1
6851,704263,2.0,-1.0,1,1,2,1,2,13,1,2
6852,715856,2.0,-1.0,0,3,3,1,1,13,5,2
6853,653881,2.0,-1.0,0,2,1,1,1,13,4,4
6854,664203,2.0,-1.0,0,4,2,1,2,13,3,4
6855,721908,2.0,-1.0,0,2,1,1,1,13,3,2
6856,708782,2.0,-1.0,0,2,1,1,1,13,3,4
6857,726011,2.0,-1.0,1,2,2,1,1,13,4,1
6859,707954,2.0,-1.0,0,2,2,1,1,13,5,2
6861,612296,2.0,-1.0,0,2,3,1,1,13,5,1
6862,670234,2.0,-1.0,1,2,2,1,2,13,5,1
6863,727069,2.0,-1.0,0,3,3,1,1,13,3,2
6865,703889,2.0,-1.0,0,2,3,1,1,13,4,2
6866,751042,2.0,-1.0,1,2,2,1,1,13,6,2
6868,752118,2.0,-1.0,0,3,3,1,1,13,4,2
6869,671333,2.0,-1.0,0,3,1,1,1,13,6,1
6870,724516,2.0,-1.0,1,3,2,1,1,13,6,2
6873,655935,2.0,-1.0,1,2,3,1,2,13,3,2
6874,715284,2.0,-1.0,0,3,2,1,1,13,5,1
6875,722109,2.0,-1.0,0,3,1,1,1,13,3,2
6876,704480,2.0,-1.0,1,3,2,1,2,13,6,1
6879,704475,2.0,-1.0,1,3,2,1,2,13,1,2
6882,658695,2.0,-1.0,1,2,2,1,1,13,1,2
6883,731695,2.0,-1.0,0,3,1,1,1,13,5,2
6884,282489,3.0,1939.0,0,3,1,1,1,5,6,2
6886,282523,3.0,1940.0,1,3,1,1,1,1,3,2
6888,282449,3.0,1940.0,0,1,1,1,1,11,6,2
6889,282452,3.0,1940.0,0,3,1,1,1,2,8,2
6890,282472,3.0,1940.0,0,1,1,1,1,8,6,2
6891,282530,3.0,1940.0,0,2,1,1,1,1,6,2
6893,237820,3.0,1940.0,0,1,1,1,1,7,4,2
6897,282592,3.0,1940.0,0,2,2,1,2,1,10,2
6907,260717,3.0,1943.0,1,2,1,1,1,2,1,2
6910,431996,3.0,1949.0,0,4,1,1,1,5,7,2
6923,86057,3.0,1959.0,1,2,4,1,1,10,1,2
6924,17518,3.0,1960.0,0,2,2,1,1,6,13,2
6926,399385,3.0,1960.0,0,2,3,1,1,6,4,2
6927,478535,3.0,1961.0,1,3,3,1,1,5,1,1
6937,18568,3.0,1961.0,0,2,2,1,1,6,5,2
6941,298153,3.0,1962.0,1,3,1,1,1,7,9,2
6946,553422,3.0,1962.0,0,1,1,1,1,11,6,1
6953,9098,3.0,1963.0,0,1,2,1,2,7,5,2
6956,108412,3.0,1964.0,0,4,2,1,1,12,6,2
6958,27850,3.0,1964.0,0,2,2,1,1,8,5,2
6963,9723,3.0,1964.0,1,1,4,1,1,2,1,1
6964,325565,3.0,1964.0,1,4,2,1,2,5,2,2
6965,298294,3.0,1964.0,0,4,4,1,1,3,3,2
6970,13175,3.0,1965.0,0,2,2,1,1,11,5,1
6989,244530,3.0,1967.0,0,2,2,1,1,7,5,2
6991,237515,3.0,1967.0,0,1,2,1,2,7,4,2
6993,237497,3.0,1967.0,0,4,2,1,1,9,3,2
6994,12440,3.0,1967.0,0,2,4,1,2,9,4,2
6998,604882,3.0,1968.0,0,4,4,1,1,6,5,2
7000,514949,3.0,1968.0,1,1,3,1,1,3,6,1
7005,2371,3.0,1968.0,1,2,4,1,2,1,5,1
7009,516200,3.0,1969.0,0,1,2,1,1,4,6,2
7010,14044,3.0,1969.0,0,1,1,1,1,10,5,1
7013,317709,3.0,1969.0,0,4,1,1,2,1,5,1
7016,250550,3.0,1969.0,0,4,2,1,2,1,3,2
7020,510482,3.0,1970.0,0,2,4,1,1,5,5,1
7021,510481,3.0,1970.0,0,2,4,1,1,5,5,2
7028,15988,3.0,1970.0,0,4,2,1,1,7,5,2
7034,707586,3.0,1971.0,0,1,4,1,1,2,5,2
7036,477859,3.0,1971.0,1,4,4,1,1,8,6,1
7039,244713,3.0,1972.0,0,3,2,1,1,2,3,2
